Record #,Label_UPC,Nielsen  Item Rank UPC,Nieslen Category,Label Description,Brand,Manufacturer,Country,Package Size,Package Size UofM,Number of Units,Storage Type,Storage Statements,Collection Date,Health Claims,Nutrient Claims,Other Package Statements,Suggested  Use/Directions,Ingredients,Multipart ?,Nutrition Facts Table,Common Household Measure,Per Serving Amount,Per Serving UofM,Per Serving Amount as PPD,Per Serving Amount As PPD UofM,PerServing Energy (kcal),Per Serving Energy (kcal) as PPD,PerServing Energy (kJ),PerServing Energy (kJ) as PPD,Fat PerServing (g),Fat % DV ,Fat % DV as PPD,Fat (Saturated) PerServing (g),Fat (Trans) PerServing (g),Fat (Saturated + Trans) % DV,Fat (Saturated + Trans) % DV as PPD,Fats (Polyunsaturated) PerServing (g),Fats (Omega-6 Polyinsaturated) PerServing (g),Fats (Omega-3 Polyinsaturated) PerServing (g),Fats (Monounsaturated) PerServing (g),Carbohydrates PerServing  (g),Carbohydrates % DV ,Carbohydrates % DV as PPD , Fibre PerServing (g),Fibre % DV ,Fibre % DV as PPD,Fibre (soluble) PerServing (g),Fibre (insoluble)PerServing (g),Sugar (Total) PerServing (g),Sugar (Total) % DV,Sugar (Total) % DV as PPD,Sugar (Alchols) PerServing (g),Starch  PerServing (g), Protein PerServing (g),Cholesterol PerServing  (mg),Cholesterol % DV,Cholesterol % DV as PPD, Sodium PerServing (mg), Sodium % DV, Sodium % DV as PPD,Potassium PerServing (mg),Potassium % DV,Potassium % DV as PPD,Calcium PerServing (mg),Calcium  % DV,Calcium  % DV as PPD,Iron PerServing (mg),Iron % DV,Iron % DV as PPD,Vitamin A PerServing (um),Vitamin A % DV,Vitamin A % DV as PPD,Vitamin C PerServing (mg),Vitamin C % DV,Vitamin C % DV as PPD,Vitamin D PerServing (um),Vitamin D % DV,Vitamin D % DV as PPD,Vitamin E PerServing (mg),Vitamin E % DV,Vitamin E % DV as PPD,Vitamin K PerServing (ug),Vitamin K % DV,Vitamin K % DV as PPD,Thiamine PerServing (mg),Thiamine % DV,Thiamine % DV as PPD,Riboflavin PerServing (mg),Riboflavin % DV,Riboflavin % DV as PPD,Niacin PerServing (mg),Niacin % DV,Niacin % DV as PPD,Vitamin B6 PerServing (mg),Vitamin B6 % DV,Vitamin B6 % DV as PPD,Folate PerServing (ug),Folate % DV,Folate % DV as PPD,Vitamin B12 PerServing (ug),Vitamin B12 % DV,Vitamin B12 % DV as PPD,Biotin PerServing (ug),Biotin % DV,Biotin % DV as PPD,Choline PerServing (mg),Choline % DV,Choline % DV as PPD,Pantothenate PerServing (mg),Pantothenate % DV,Pantothenate % DV as PPD,Phosphorus PerServing (mg),Phosphorus % DV,Phosphorus % DV as PPD,Iodide PerServing (ug),Iodide % DV,Iodide % DV as PPD,Magnesium PerServing (mg),Magnesium % DV,Magnesium % DV as PPD,Zinc PerServing (mg),Zinc % DV,Zinc % DV as PPD,Selenium PerServing (ug),Selenium % DV,Selenium % DV as PPD,Copper PerServing (mg) ,Copper % DV,Copper % DV as PPD,Manganese PerServing (mg),Manganese % DV,Manganese % DV as PPD,Chromium PerServing (ug),Chromium % DV,Chromium % DV as PPD,Molybdenum PerServing (ug),Molybdenum % DV,Molybdenum % DV as PPD,Chloride PerServing (mg),Chloride % DV,Chloride % DV as PPD,Per Serving Amount in Grams,Per Serving Amount in Grams as PPD,Comment,Source,Product Description
11,061120052720,6112005272,NATURAL_CHEESE_EXACT_WEIGHT,Armstrong Cheese Cheddar Old 700 g,Armstrong,"Armstrong. Saputo Inc.
Montréal (Québec) H1P 1X8",,700,g,,Chill,Keep refrigerated,2016-04-13,,," Natural cheese
Cracker cut ", ,"Pasteurised milk,Modified milk ingredients,Bacterial culture,Salt,Calcium chloride,Microbial enzyme,Colour",,"Per 3 cm cube (30 g)
Calories: 120,Fat : 10 g,Saturated: 6 g,+ Trans : 0.5 g,Cholesterol: 30 mg,Sodium : 210 mg,Carbohydrate : 0 g,Fibre : 0 g,Sugars : 0 g,Protein : 7 g,Vitamin A,Vitamin C,Calcium,Iron,* DV = Daily Value

% DV*
Calories,Fat : 15 %,Saturated: 33%,+ Trans ,Cholesterol,Sodium : 9 %,Carbohydrate : 0 %,Fibre : 0 %,Sugars ,Protein ,Vitamin A: 10%,Vitamin C: 0 %,Calcium: 15 %,Iron: 0 %,* DV = Daily Value",Per 3 cm cube ,30,g,,,120,,,,10,15,,6,0.5,33,,,,,,0,0,,0,0,,,,0,,,,,7,30,,,210,9,,,,,,15,,,0,,,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,Nielsen,
12,061120052713,6112005271,NATURAL_CHEESE_EXACT_WEIGHT,Armstrong Cheese Cheddar Medium 700 g,Armstrong,"Armstrong. Saputo Inc.
Montréal (Québec) H1P 1X8",,700,g,,Chill,Keep refrigerated,2016-04-13,,," Natural cheese
Cracker cut ", ,"Pasteurised milk,Modified milk ingredients,Bacterial culture,Salt,Calcium chloride,Microbial enzyme,Colour",,"Per 3 cm cube (30 g)
Calories: 120,Fat : 10 g,Saturated: 6 g,+ Trans : 0.5 g,Cholesterol : 30 mg,Sodium : 210 mg,Carbohydrate : 0 g,Fibre : 0 g,Sugars: 0 g,Protein : 7 g,Vitamin A,Vitamin C,Calcium,Iron,* DV = Daily Value

% DV*
Calories,Fat : 15 %,Saturated: 33 %,+ Trans ,Cholesterol ,Sodium : 9 %,Carbohydrate : 0 %,Fibre : 0 %,Sugars,Protein ,Vitamin A: 10%,Vitamin C: 0 %,Calcium: 15 %,Iron: 0 %,* DV = Daily Value",Per 3 cm cube ,30,g,,,120,,,,10,15,,6,0.5,33,,,,,,0,0,,0,0,,,,0,,,,,7,30,,,210,9,,,,,,15,,,0,,,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,Nielsen,
13,061120052775,6112005277,NATURAL_CHEESE_EXACT_WEIGHT,Armstrong Marble Cheddar Cheese Light 700 g,Armstrong,"Armstrong. Saputo Inc.
Montréal (Québec) H1P 1X8",,700,g,,Chill,Keep refrigerated,2016-04-13,,40% less fat than our regular cheddar cheese," Cracker cut
Natural cheese
 ", ,"Pasteurized partly skimmed milk,Modified milk ingredients,Bacterial culture,Salt,Calcium chloride,Microbial enzyme,Colour",,"Per 3 cm cube (30 g)
Calories: 80,Fat : 5 g, Saturated: 3.5 g, + Trans: 0.2 g,Cholesterol : 20 mg,Sodium : 240 mg,Carbohydrate : 1 g, Fibre : 0 g, Sugars : 0 g,Protein : 8 g,Vitamin A,Vitamin C,Calcium,Iron,* DV = Daily Value

% DV*
Calories,Fat : 8 %, Saturated: 19 %, + Trans,Cholesterol ,Sodium : 10 %,Carbohydrate : 1 %, Fibre : 0 %, Sugars ,Protein ,Vitamin A: 4 %,Vitamin C: 0 %,Calcium: 20 %,Iron: 0 %,* DV = Daily Value",Per 3 cm cube ,30,g,,,80,,,,5,8,,3.5,0.2,19,,,,,,1,1,,0,0,,,,0,,,,,8,20,,,240,10,,,,,,20,,,0,,,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,Nielsen,
14,061120052744,6112005274,NATURAL_CHEESE_EXACT_WEIGHT,Armstrong Pizza Mozzarella Snacking Cheese 700 g,Armstrong,"Armstrong. Saputo Inc.
Montréal (Québec) H1P 1X8",,700,g,,Chill,Keep refrigerated,2016-04-13,,," Natural cheese
Cracker cut ", ,"Pasteurized milk,Modified milk ingredients,Bacterial culture,Salt,Calcium chloride,Microbial enzyme",,"Per 3 cm cube (30 g)
Calories: 110,Fat : 9 g, Saturated: 5 g, + Trans: 0.4 g,Cholesterol : 25 mg,Sodium : 230 mg,Carbohydrate : 1 g, Fibre : 0 g, Sugars : 0 g,Protein : 8 g,Vitamin A,Vitamin C,Calcium,Iron,* DV = Daily Value

% DV*
Calories,Fat : 14 %, Saturated: 27 %, + Trans,Cholesterol ,Sodium : 10 %,Carbohydrate : 1 %, Fibre : 0 %, Sugars ,Protein ,Vitamin A: 8 %,Vitamin C: 0 %,Calcium: 20 %,Iron: 0 %,* DV = Daily Value",Per 3 cm cube ,30,g,,,110,,,,9,14,,5,0.4,27,,,,,,1,1,,0,0,,,,0,,,,,8,25,,,230,10,,,,,,20,,,0,,,8,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,Nielsen,
15,061120102937,6112010293,NATURAL_CHEESE_EXACT_WEIGHT,Armstrong Cheese Cheddar Medium 360 g,Armstrong,"Armstrong. Saputo Inc.
Montréal (Québec) H1P 1X8",,360,g,,Chill,Keep refrigerated,2016-04-13,,," With inserts
Natural sliced cheese ", ,"Pasteurised milk,Modified milk ingredients,Bacterial culture,Salt,Calcium chloride,Microbial enzyme,Colour",,"Per 1 slice (20 g)
Calories: 80,Fat : 7 g,Saturated: 4 g,+ Trans : 0.2 g,Cholesterol : 20 mg,Sodium : 160 mg,Carbohydrate : 0 g,Fibre : 0 g,Sugars : 0 g,Protein : 5 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 11 %,Saturated: 21 %,+ Trans ,Cholesterol ,Sodium : 7 %,Carbohydrate : 0 %,Fibre : 0 %,Sugars ,Protein ,Vitamin A: 6 %,Vitamin C: 0 %,Calcium: 15 %,Iron: 0 %",Per 1 slice ,20,g,,,80,,,,7,11,,4,0.2,21,,,,,,0,0,,0,0,,,,0,,,,,5,20,,,160,7,,,,,,15,,,0,,,6,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,"This is real cheese, sliced so should be 3c. Excluded bc kilovolume is not accurate",Nielsen,
16,627097041046,62709704104,VEGETABLE_JUICES,Arthur's Fresh Company Smoothies Fruit + Veg Carrot Energizer 900 ml,Arthur's Fresh Company,"Arthur's Fresh Company. Arthur's Fresh
Toronto Ontario M2N 7K5
Canada",Canada,900,mL,,Chill,"Always refrigerate.
Consume within 1 week of opening.
Perishable.",2016-04-13,,"
Source of 9 essential nutrients. †Source of energy from a blend of carrot, apple & other juices mixed with real fruits.
"," Proudly Canadian
All natural
1 serving of fruit + 1 serving of vegetables per 250 ml
It's that close to fruit!
100% fruit and vegetables
Not from concentrate
No additives or preservatives
Flash pasteurized Carrot Energizer®†
Servings of fruit and vegetables per bottle*: 7
*Per Canada's Food Guide
This bottle contains the juice or puree of about:
6½ Carrots
2¾ Apples
¼ Mango
3 Bananas
½ Passion Fruit",Shake well ,"Carrot juice,Apple juice,Banana puree,Passion fruit juice,Mango puree,Lemon juice",,"Per 1 cup (250 mL)
Calories: 140,Fat : 0.2 g,Saturated: 0 g,+ Trans: 0 g,Cholesterol: 0 mg,Sodium : 75 mg,Potassium : 560 mg,Carbohydrate : 33 g,Fibre : 1 g,Sugars: 26 g,Protein : 1 g,Vitamin A,Vitamin C,Calcium,Iron,Vitamin E,Thiamine,Riboflavin,Niacin,Vitamin B?,Folate,Pantothenate,Phosphorus,Magnesium,Zinc,Manganese

% Daily Value
Calories,Fat : 0 %,Saturated: 0 %,+ Trans,Cholesterol,Sodium : 3 %,Potassium : 16 %,Carbohydrate : 11 %,Fibre : 4 %,Sugars,Protein ,Vitamin A: 35 %,Vitamin C: 0 %,Calcium: 2 %,Iron: 6 %,Vitamin E: 10 %,Thiamine: 4 %,Riboflavin: 4 %,Niacin: 6 %,Vitamin B?: 15 %,Folate: 4 %,Pantothenate: 10 %,Phosphorus: 4 %,Magnesium: 15 %,Zinc: 2 %,Manganese: 15 %",Per 1 cup ,250,mL,,,140,,,,0.2,0,,0,0,0,,,,,,33,11,,1,4,,,,26,,,,,1,0,,,75,3,,560,16,,,2,,,6,,,35,,,0,,,,,,10,,,,,,4,,,4,,,6,,,15,,,4,,,,,,,,,,,,10,,,4,,,,,,15,,,2,,,,,,,,,15,,,,,,,,,,,,257,Excluded because has fruits and vegetables,Nielsen,
17,773213014118,77321301411,BREAD_COMMERCIAL,Auger White Bread Italian Style 675 g,Auger,"Auger. Boulangerie Auger (1991) Inc.
St-Jérôme QC J7Y 4B6",,675,g,,Ambient,,2016-03-31,,"No trans fat
","Contains Gluten
Contains Wheat
Contains Soya
May Contain Sesame. Soft
Québec wheat - cultivated with environnemental respect Our Flour
To prepare this delicious bread, we use an all natural ethical flour made from wheat grown in Quebec by our local farmers. The grains are free of any bleaching agents and are transformed by Les Moulins de Soulanges. A slow aging process in used to allow the wheat to express all of its flavors and nutritional qualities, which you'll discover in your plate.", ,"Unprocessed and unbleached Quebec wheat flour,Water,Canola oil,Sugar,Salt,Fresh yeast,Wheat gluten,Vinegar,Soya flour,Calcium propionate",,"Per 1 slice (41 g)
Calories: 100,Fat: 1,5 g,Saturated: 0,2 g,+ Trans: 0,1 g,Polyunsaturated: 0,5 g,Omega-6: 0,4 g,Omega-3: 0,1 g,Monounsaturated: 0,5 g,Cholesterol: 0 mg,Sodium: 220 mg,Potassium: 36 mg,Carbohydrate: 20 g,Fibre: 1 g,Sugars: 1 g,Protein: 4 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat: 2 %,Saturated: 2 %,+ Trans,Polyunsaturated,Omega-6,Omega-3,Monounsaturated,Cholesterol,Sodium: 9 %,Potassium: 1 %,Carbohydrate: 7 %,Fibre: 4 %,Sugars,Protein,Vitamin A: 0 %,Vitamin C: 0 %,Calcium: 1 %,Iron: 9 %",Per 1 slice ,41,g,,,100,,,,1.5,2,,0.2,0.1,2,,,,,,20,7,,1,4,,,,1,,,,,4,0,,,220,9,,36,1,,,1,,,9,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,"Storage statement placement: ""Best before date shown on tag""",Nielsen,
18,061659000834,6165900083,SOUP,Aurora Bouillon Mix Beef 6 Tablets 66 g,Aurora,"Aurora. Prepared for:
Aurora Importing & Distributing Ltd.
Mississauga Ontario L5S 1P2
Anjou Quebec H1J 2X9
Canada",,66,g,6,Ambient,,2016-03-29,,,,Directions: Dissolve 1 tablet in 2 cups (500 mL) of boiling water. ,"Salt,Modified palm oil,Monosodium glutamate,Sugar,Hydrolyzed soy and/or corn proteins,Powdered beef extract,Dehydrated vegetables (onion, garlic, celery),Yeast extract,Natural and artificial flavours,Dehydrated herbs (sage, bay leaves, rosemary),Citric acid,Spices,Rosemary extract",,"Per ½ tablet (5.5 g)
Calories: 15,Fat : 1 g,Saturated: 0.2 g,+ Trans: 0.3 g,Cholesterol : 0 mg,Sodium : 950 mg,Carbohydrate : 1 g,Fibre : 0 g,Sugars : 1 g,Protein : 1 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 2 %,Saturated: 3 %,+ Trans,Cholesterol ,Sodium : 40 %,Carbohydrate : 1 %,Fibre : 0 %,Sugars ,Protein ,Vitamin A: 0 %,Vitamin C: 0 %,Calcium: 0 %,Iron: 2 %",Per ½ tablet ,5.5,g,,,15,,,,1,2,,0.2,0.3,3,,,,,,1,1,,0,0,,,,1,,,,,1,0,,,950,40,,,,,,0,,,2,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,254,,Nielsen,
19,061659000841,6165900084,SOUP,Aurora Bouillon Mix Chicken 6 Tablets 66 g,Aurora,"Aurora. Prepared for:
Aurora Importing & Distributing Ltd.
Mississauga Ontario L5S 1P2
Anjou Quebec H1J 2X9
Canada",,66,g,6,Ambient,,2016-03-29,,,,Directions: Dissolve 1 tablet in 2 cups (500 mL) of boiling water. ,"Salt,Modified palm oil,Monosodium glutamate,Sugar,Hydrolyzed soy and/or corn proteins,Dehydrated chicken meat,Dehydrated vegetables (onion, garlic, celery, parsley),Yeast extract,Natural and artificial flavours,Turmeric,Citric acid,Dehydrated herbes (sage, thyme),Spices,Rosemary extract",,"Per ½ tablet (5.5 g)
Calories: 15,Fat : 1 g,Saturated: 0.2 g,+ Trans: 0.3 g,Cholesterol : 0 mg,Sodium : 960 mg,Carbohydrate : 1 g,Fibre : 0 g,Sugars : 1 g,Protein : 1 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 2 %,Saturated: 3 %,+ Trans,Cholesterol ,Sodium : 40 %,Carbohydrate : 1 %,Fibre : 0 %,Sugars ,Protein ,Vitamin A: 0 %,Vitamin C: 0 %,Calcium: 0 %,Iron: 2 %",Per ½ tablet ,5.5,g,,,15,,,,1,2,,0.2,0.3,3,,,,,,1,1,,0,0,,,,1,,,,,1,0,,,960,40,,,,,,0,,,2,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,258,,Nielsen,
20,061659002340,6165900234,SOUP,Aurora Bouillon Mix Vegetable 6 Tablets 66 g,Aurora,"Aurora. Prepared for:
Aurora Importing & Distributing Ltd.
Mississauga Ontario L5S 1P2
Anjou Quebec H1J 2X9
Canada",,66,g,6,Ambient,,2016-03-29,,,,Directions: Dissolve 1 tablet in 2 cups (500 mL) of boiling water. ,"Salt,Modified palm oil,Monosodium glutamate,Sugar,Hydrolyzed soy and/or corn proteins,Dehydrated vegetables (onion, carrot, garlic, celery, parsley, basil),Yeast extract,Citric acid,Spices,Rosemary extract",,"Per ½ tablet (5.5 g)
Calories: 15,Fat : 1 g,Saturated: 0.2 g,+ Trans: 0.3 g,Cholesterol : 0 mg,Sodium : 940 mg,Carbohydrate : 1 g,Fibre : 0 g,Sugars : 1 g,Protein : 1 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 2 %,Saturated: 3 %,+ Trans,Cholesterol ,Sodium : 39 %,Carbohydrate : 1 %,Fibre : 0 %,Sugars ,Protein ,Vitamin A: 0 %,Vitamin C: 0 %,Calcium: 0 %,Iron: 2 %",Per ½ tablet ,5.5,g,,,15,,,,1,2,,0.2,0.3,3,,,,,,1,1,,0,0,,,,1,,,,,1,0,,,940,39,,,,,,0,,,2,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,250,,Nielsen,
21,061202021064,6120202106,SOUP,Aylmer Vegetable Soup 284 ml,Aylmer,"Aylmer. Baxters Canada Inc.
4800 Pinard Avenue
St. Hyacinthe Québec J2S 8E1
Canada",,284,mL,,Ambient,,2016-03-30,,"
High in vitamin A
Low fat","Contains Barley
Contains Wheat. Condensed soup 
No artificial colour or flavour"," Stove-Top: Pour soup into saucepan. Gradually stir in one full can of water. Heat over medium-high heat, stirring often. Refrigerate any unused portions immediately. : From Ambient : Hob","Water,Carrots,Tomato paste,Dehydrated potatoes (contain sodium acid pyrophosphate),Green peas,Alphabet shaped pasta (enriched wheat semolina, wheat gluten),Sugar,Corn,Green beans,Salt,Canola oil,Corn starch,Monosodium glutamate,Modified corn starch,Barley,Celery,Dehydrated onions,Onion powder,Garlic powder,Spice extract,Spice",,"Per 1/2 cup (125 mL) condensed
Calories: 90,Fat : 1.5 g, Saturated: 0 g, + Trans: 0 g,Cholesterol: 0 mg,Sodium : 720 mg,Carbohydrate : 17 g, Fibre : 2 g, Sugars: 5 g,Protein : 3 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 2 %, Saturated: 0 %, + Trans,Cholesterol,Sodium : 30 %,Carbohydrate : 6 %, Fibre : 8 %, Sugars,Protein ,Vitamin A: 20 %,Vitamin C: 0 %,Calcium: 2 %,Iron: 4 %",Per 1/2 cup ,125,mL,,,90,,,,1.5,2,,0,0,0,,,,,,17,6,,2,8,,,,5,,,,,3,0,,,720,30,,,,,,2,,,4,,,20,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,,Nielsen,
22,061202021132,6120202113,SOUP,Aylmer Condensed Soup Chicken Noodle 284 ml,Aylmer,"Aylmer. Baxters Canada Inc.
4800 Pinard Avenue
St. Hyacinthe Québec J25 8E1
Canada",,284,ml,,Ambient,Refrigerate any unused portions immediately,2016-04-13,,"Low fat
Trans fat free
","Contains Wheat
Contains Soya
No artificial colour or flavour"," Stove-Top: Pour soup into a saucepan. Gradually stir in one full can of water. Heat over medium-high heat, stirring often. : From Ambient : Other","Water,Noodles (durum wheat semolina, wheat gluten),Chicken,Seasoning,Hydrolyzed soya protein,Chicken fat,Salt,Monosodium glutamate,Chicken broth,Flavour,Onion powder,Beta-carotene",,"Per 1/2 cup (125 mL) condensed
Calories: 60,Fat : 1 g,Saturated: 0.3 g,+ Trans : 0 g,Cholesterol : 10 mg,Sodium : 750 mg,Carbohydrate : 8 g,Fibre : 0 g,Sugars : 0 g,Protein : 3 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 2 %,Saturated: 2 %,+ Trans ,Cholesterol ,Sodium : 31 %,Carbohydrate : 3 %,Fibre : 0 %,Sugars ,Protein ,Vitamin A: 2 %,Vitamin C: 0 %,Calcium: 0 %,Iron: 4 %",Per 1/2 cup ,125,mL,,,60,,,,1,2,,0.3,0,2,,,,,,8,3,,0,0,,,,0,,,,,3,10,,,750,31,,,,,,0,,,4,,,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,,Nielsen,
23,061202009055,6120200905,SOUP,Aylmer Condensed Soup Tomato 284 ml,Aylmer,"Aylmer. Baxters Canada Inc.
4800 Pinard Avenue
St. Hyacinthe Québec J2S 8E1
Canada",,284,mL,,Ambient,Refrigerate any unused portions immediately,2016-04-13,,"25% less sodium than our regular tomato soup
Cholesterol free
Low fat",Contains Wheat.  ," Stove-Top: Pour soup into saucepan. Gradually stir in one full can of water or milk. Heat over medium-high heat, stirring often. : From Ambient : Other","Water,Tomato paste,Sugar,Enriched wheat flour,Salt,Modified corn starch,Canola oil,Spices,Citric acid",,"Per 1/2 cup (125 mL) condensed
Calories: 90,Fat : 1.5 g, Saturated: 0 g, + Trans : 0 g,Cholesterol : 0 mg,Sodium : 570 g,Carbohydrate : 17 g, Fibre: 1 g, Sugars: 10 g,Protein : 2 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 2 %, Saturated: 0 %, + Trans ,Cholesterol ,Sodium : 24 %,Carbohydrate : 6 %, Fibre: 4 %, Sugars,Protein ,Vitamin A: 10 %,Vitamin C: 0 %,Calcium: 2 %,Iron: 6 %",Per 1/2 cup ,125,mL,,,90,,,,1.5,2,,0,0,0,,,,,,17,6,,1,4,,,,10,,,,,2,0,,,570,24,,,,,,2,,,6,,,10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,,Nielsen,
24,061202021200,6120202120,SOUP,Aylmer Condensed Soup Tomato 284 ml,Aylmer,"Aylmer. Baxters Canada Inc.
4800 Pinard Avenue
St. Hyacinthe Québec J2S 8E1
Canada",,284,mL,,Ambient,Refrigerate any unused portions immediately,2016-04-13,,"Source of iron
Low fat",,"No artificial colour or flavour. Stove-Top: Pour soup into saucepan. Gradually stir in one full can of water. Heat over medium-high heat, stirring often. : From Ambient : Other","Water,Tomato paste,Sugar,Enriched Wheat flour,Salt,Modified corn starch,Canola oil,Seasonings,Citric acid",,"Per 1/2 cup (125 mL) condensed
Calories: 80,Fat : 1.5 g, Saturated: 0 g, + Trans: 0 g,Cholesterol : 0 mg,Sodium : 800 mg,Carbohydrate : 16 g, Fibre : 1 g, Sugars : 9 g,Protein : 1 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 2 %, Saturated: 0 %, + Trans,Cholesterol ,Sodium : 33 %,Carbohydrate : 5 %, Fibre : 4 %, Sugars ,Protein ,Vitamin A: 2 %,Vitamin C: 2 %,Calcium: 2 %,Iron: 6 %",Per 1/2 cup ,125,mL,,,80,,,,1.5,2,,0,0,0,,,,,,16,5,,1,4,,,,9,,,,,1,0,,,800,33,,,,,,2,,,6,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,,Nielsen,
25,628619000084,62861900008,BABY_FOOD,Baby Gourmet Organic Baby Food Chicken Minestrone Soup 8 Months+ 128 ml,Baby Gourmet,"Baby Gourmet. Prepared for:
Baby Gourmet Foods Inc
Calgary Alberta T2G 0H7
Canada",United States,128,ml,,Ambient,Refrigerated in resealable container after opening. Consume within 24 hours.,2016-04-01,,No added sugar or salt," Organic
4g of protein
Proudly Canadian company
Tastes yummy warmed!
No fillers or thickeners
BPA-free packaging ","Serving Instructions: Serve warm or cold. To warm: stand the pouch in hot water, or remove contents from pouch and gently heat in pan or microwave for 20 seconds. Always check food temperature before serving to your baby. ","Water,Organic sweet potato,Organic carrot,Organic ground chicken,Organic zucchini,Organic wheat pasta (organic durum semolina),Organic garbanzo bean,Organic mushroom,Organic onion,Organic parsley,Organic basil,Organic oregano",,"Per Pouch (128 mL)
Calories: 70,Fat: 0.5 g,Sodium: 25 mg,Carbohydrate: 13 g,Fibre: 2 g,Sugars: 3 g,Protein: 4 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat,Sodium,Carbohydrate,Fibre,Sugars,Protein,Vitamin A: 60 %,Vitamin C: 25 %,Calcium: 4 %,Iron: 15 %",Per Pouch ,128,mL,,,70,,,,0.5,,,,,,,,,,,13,,,2,,,,,3,,,,,4,,,,25,,,,,,,4,,,15,,,60,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,no GBL,Nielsen,
26,3073780828642,307378082864,NATURAL_CHEESE_EXACT_WEIGHT,Babybel Mini Light Firm Ripened Cheese 6 x 20 g (120 g),Babybel,"Babybel. Fromageries Bel Canada Inc.
C.P. 67 succ. Place d'Armes
Montréal QC H2Y 3E9",United States,20,g,6,Chill,Keep refrigerated,2016-04-13,,40% less fat than mini Babybel original, 100% natural cheese , ,"Pasteurized partly skimmed milk,Salt,Bacterial culture,Calcium chloride,Microbial enzyme",,"Per 1 unit (20 g)
Calories: 50,Fat : 3 g,Saturated: 2 g,+ Trans: 0,1 g,Cholesterol: 10 mg,Sodium : 150 mg,Carbohydrate : 0 g,Fibre : 0 g,Sugars: 0 g,Protein : 5 g,Vitamin A,Vitamin C,Calcium,Iron

% Daily Value
Calories,Fat : 5 %,Saturated: 11 %,+ Trans,Cholesterol: 3 %,Sodium : 6 %,Carbohydrate : 0 %,Fibre : 0 %,Sugars,Protein ,Vitamin A: 0 %,Vitamin C: 0 %,Calcium: 15 %,Iron: 0 %",Per 1 unit ,20,g,,,50,,,,3,5,,2,0.1,11,,,,,,0,0,,0,0,,,,0,,,,,5,10,3,,150,6,,,,,,15,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,Nielsen,
